cartridge_id,manifest_file,reference_class,source_field,source_term,resolved_id,status
FS-4008,FS-4008_CAPITAL_MARKETS.cartridge.json,object,primary_objects,Trade,OBJ.TRADE,resolved
FS-4008,FS-4008_CAPITAL_MARKETS.cartridge.json,object,primary_objects,Settlement,OBJ.SETTLEMENT,resolved
FS-4008,FS-4008_CAPITAL_MARKETS.cartridge.json,object,primary_objects,Custodian,OBJ.CUSTODIAN,resolved
FS-4008,FS-4008_CAPITAL_MARKETS.cartridge.json,object,primary_objects,Valuation,OBJ.VALUATION,resolved
FS-4008,FS-4008_CAPITAL_MARKETS.cartridge.json,object,primary_objects,OrderBook,OBJ.ORDERBOOK,resolved
FS-4008,FS-4008_CAPITAL_MARKETS.cartridge.json,workflow,supported_workflows,Offering creation,WF.OFFERING_CREATION,resolved
FS-4008,FS-4008_CAPITAL_MARKETS.cartridge.json,workflow,supported_workflows,Investor matching,WF.INVESTOR_MATCHING,resolved
FS-4008,FS-4008_CAPITAL_MARKETS.cartridge.json,workflow,supported_workflows,Loan participation packaging,WF.LOAN_PARTICIPATION_PACKAGING,resolved
FS-4008,FS-4008_CAPITAL_MARKETS.cartridge.json,workflow,supported_workflows,Book building,WF.BOOK_BUILDING,resolved
FS-4008,FS-4008_CAPITAL_MARKETS.cartridge.json,workflow,supported_workflows,Trade execution review,WF.TRADE_EXECUTION_REVIEW,resolved
FS-4008,FS-4008_CAPITAL_MARKETS.cartridge.json,workflow,supported_workflows,Settlement,WF.SETTLEMENT,resolved
FS-4008,FS-4008_CAPITAL_MARKETS.cartridge.json,workflow,supported_workflows,Valuation review,WF.VALUATION_REVIEW,resolved
FS-4008,FS-4008_CAPITAL_MARKETS.cartridge.json,workflow,supported_workflows,Post-trade reporting,WF.POST_TRADE_REPORTING,resolved
FS-4008,FS-4008_CAPITAL_MARKETS.cartridge.json,agent,allowed_agents,Market Analyst,AGENT.MARKET_ANALYST,resolved
FS-4008,FS-4008_CAPITAL_MARKETS.cartridge.json,agent,allowed_agents,Investor Matching Agent,AGENT.INVESTOR_MATCHING_AGENT,resolved
FS-4008,FS-4008_CAPITAL_MARKETS.cartridge.json,agent,allowed_agents,Offering Coordinator,AGENT.OFFERING_COORDINATOR,resolved
FS-4008,FS-4008_CAPITAL_MARKETS.cartridge.json,agent,allowed_agents,Participation Package Agent,AGENT.PARTICIPATION_PACKAGE_AGENT,resolved
FS-4008,FS-4008_CAPITAL_MARKETS.cartridge.json,agent,allowed_agents,Valuation Analyst,AGENT.VALUATION_ANALYST,resolved
FS-4008,FS-4008_CAPITAL_MARKETS.cartridge.json,agent,allowed_agents,Settlement Agent,AGENT.SETTLEMENT_AGENT,resolved
FS-4008,FS-4008_CAPITAL_MARKETS.cartridge.json,agent,allowed_agents,Compliance Review Agent,AGENT.COMPLIANCE_REVIEW_AGENT,resolved
FS-4008,FS-4008_CAPITAL_MARKETS.cartridge.json,connector,integration_dependencies,objects.registry.json,CONN.OBJECTS_REGISTRY_JSON,resolved
FS-4008,FS-4008_CAPITAL_MARKETS.cartridge.json,connector,integration_dependencies,workflows.registry.json,CONN.WORKFLOWS_REGISTRY_JSON,resolved
FS-4008,FS-4008_CAPITAL_MARKETS.cartridge.json,connector,integration_dependencies,agents.registry.json,CONN.AGENTS_REGISTRY_JSON,resolved
FS-4008,FS-4008_CAPITAL_MARKETS.cartridge.json,connector,integration_dependencies,kpis.registry.json,CONN.KPIS_REGISTRY_JSON,resolved
FS-4008,FS-4008_CAPITAL_MARKETS.cartridge.json,connector,integration_dependencies,dashboards.registry.json,CONN.DASHBOARDS_REGISTRY_JSON,resolved
FS-4008,FS-4008_CAPITAL_MARKETS.cartridge.json,connector,integration_dependencies,relationships.registry.json,CONN.RELATIONSHIPS_REGISTRY_JSON,resolved
FS-4008,FS-4008_CAPITAL_MARKETS.cartridge.json,connector,integration_dependencies,evidence.registry.json,CONN.EVIDENCE_REGISTRY_JSON,resolved
FS-4008,FS-4008_CAPITAL_MARKETS.cartridge.json,connector,integration_dependencies,approvals.registry.json,CONN.APPROVALS_REGISTRY_JSON,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,object,primary_objects,Household,OBJ.HOUSEHOLD,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,object,primary_objects,Client,OBJ.CLIENT,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,object,primary_objects,Advisor,OBJ.ADVISOR,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,object,primary_objects,Account,OBJ.ACCOUNT,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,object,primary_objects,Portfolio,OBJ.PORTFOLIO,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,object,primary_objects,Holding,OBJ.HOLDING,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,object,primary_objects,Goal,OBJ.GOAL,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,object,primary_objects,FinancialPlan,OBJ.FINANCIALPLAN,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,object,primary_objects,InvestmentPolicyStatement,OBJ.INVESTMENTPOLICYSTATEMENT,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,object,primary_objects,Recommendation,OBJ.RECOMMENDATION,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,object,primary_objects,BillingEvent,OBJ.BILLINGEVENT,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,object,primary_objects,Referral,OBJ.REFERRAL,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,object,primary_objects,EstatePlan,OBJ.ESTATEPLAN,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,object,primary_objects,Trust,OBJ.TRUST,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,object,primary_objects,AlternativeInvestment,OBJ.ALTERNATIVEINVESTMENT,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,relationship,relationships,SERVES,REL.SERVES,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,relationship,relationships,MEMBER_OF,REL.MEMBER_OF,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,relationship,relationships,OWNS,REL.OWNS,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,relationship,relationships,HOLDS,REL.HOLDS,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,relationship,relationships,IMPLEMENTS,REL.IMPLEMENTS,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,relationship,relationships,FUNDS,REL.FUNDS,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,relationship,relationships,SUPPORTS,REL.SUPPORTS,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,relationship,relationships,SOURCED_BY,REL.SOURCED_BY,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,relationship,relationships,GOVERNS,REL.GOVERNS,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,relationship,relationships,HELD_IN,REL.HELD_IN,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,relationship,relationships,CHARGES,REL.CHARGES,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,workflow,supported_workflows,Prospect to Client,WF.PROSPECT_TO_CLIENT,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,workflow,supported_workflows,Household Discovery,WF.HOUSEHOLD_DISCOVERY,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,workflow,supported_workflows,Financial Planning,WF.FINANCIAL_PLANNING,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,workflow,supported_workflows,IPS Creation and Review,WF.IPS_CREATION_AND_REVIEW,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,workflow,supported_workflows,Portfolio Construction,WF.PORTFOLIO_CONSTRUCTION,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,workflow,supported_workflows,Portfolio Review,WF.PORTFOLIO_REVIEW,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,workflow,supported_workflows,Account Opening,WF.ACCOUNT_OPENING,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,workflow,supported_workflows,Advisory Billing,WF.ADVISORY_BILLING,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,workflow,supported_workflows,Estate and Trust Coordination,WF.ESTATE_AND_TRUST_COORDINATION,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,workflow,supported_workflows,Alternative Investment Review,WF.ALTERNATIVE_INVESTMENT_REVIEW,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,workflow,supported_workflows,Credit Union / Bank Wealth Referral,WF.CREDIT_UNION_BANK_WEALTH_REFERRAL,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,workflow,supported_workflows,Client Review Meeting,WF.CLIENT_REVIEW_MEETING,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,agent,allowed_agents,Advisor Assistant,AGENT.ADVISOR_ASSISTANT,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,agent,allowed_agents,Household Summary Agent,AGENT.HOUSEHOLD_SUMMARY_AGENT,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,agent,allowed_agents,Client Review Prep Agent,AGENT.CLIENT_REVIEW_PREP_AGENT,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,agent,allowed_agents,Financial Planning Assistant,AGENT.FINANCIAL_PLANNING_ASSISTANT,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,agent,allowed_agents,Portfolio Analyst,AGENT.PORTFOLIO_ANALYST,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,agent,allowed_agents,Billing Review Agent,AGENT.BILLING_REVIEW_AGENT,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,agent,allowed_agents,Suitability Review Agent,AGENT.SUITABILITY_REVIEW_AGENT,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,agent,allowed_agents,Credit Union Wealth Opportunity Agent,AGENT.CREDIT_UNION_WEALTH_OPPORTUNITY_AGENT,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,agent,allowed_agents,Estate Coordination Agent,AGENT.ESTATE_COORDINATION_AGENT,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,agent,allowed_agents,Alternative Investment Review Agent,AGENT.ALTERNATIVE_INVESTMENT_REVIEW_AGENT,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,evidence,required_evidence,identity_and_profile advisory_agreement disclosures risk_profile account_documents consent,EVID.IDENTITY_AND_PROFILE_ADVISORY_AGREEMENT_DISCLOSURES_RISK_PROFILE_ACCOUNT_DOCUMENTS_CONSENT,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,evidence,required_evidence,asset_statement liability_schedule income_and_cash_flow goals estate_documents_if_available insurance_summary,EVID.ASSET_STATEMENT_LIABILITY_SCHEDULE_INCOME_AND_CASH_FLOW_GOALS_ESTATE_DOCUMENTS_IF_AVAILABLE_INSURANCE_SUMMARY,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,evidence,required_evidence,household_data assumptions goals account_values cash_flow scenario_outputs advisor_approval,EVID.HOUSEHOLD_DATA_ASSUMPTIONS_GOALS_ACCOUNT_VALUES_CASH_FLOW_SCENARIO_OUTPUTS_ADVISOR_APPROVAL,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,evidence,required_evidence,risk_profile goals time_horizon liquidity_needs restrictions client_acceptance,EVID.RISK_PROFILE_GOALS_TIME_HORIZON_LIQUIDITY_NEEDS_RESTRICTIONS_CLIENT_ACCEPTANCE,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,evidence,required_evidence,IPS account_inventory holdings recommended_allocation rationale cost_and_risk_disclosures,EVID.IPS_ACCOUNT_INVENTORY_HOLDINGS_RECOMMENDED_ALLOCATION_RATIONALE_COST_AND_RISK_DISCLOSURES,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,evidence,required_evidence,custodian_data performance_report holdings benchmark drift_analysis client_review_notes,EVID.CUSTODIAN_DATA_PERFORMANCE_REPORT_HOLDINGS_BENCHMARK_DRIFT_ANALYSIS_CLIENT_REVIEW_NOTES,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,evidence,required_evidence,fee_schedule billable_assets billing_calculation adjustment_support approval_record,EVID.FEE_SCHEDULE_BILLABLE_ASSETS_BILLING_CALCULATION_ADJUSTMENT_SUPPORT_APPROVAL_RECORD,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,evidence,required_evidence,will_or_trust_summary beneficiary_designations titling attorney_or_trustee_information client_consent,EVID.WILL_OR_TRUST_SUMMARY_BENEFICIARY_DESIGNATIONS_TITLING_ATTORNEY_OR_TRUSTEE_INFORMATION_CLIENT_CONSENT,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,evidence,required_evidence,offering_documents subscription_documents eligibility_evidence liquidity_terms valuation_source diligence_memo,EVID.OFFERING_DOCUMENTS_SUBSCRIPTION_DOCUMENTS_ELIGIBILITY_EVIDENCE_LIQUIDITY_TERMS_VALUATION_SOURCE_DILIGENCE_MEMO,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,evidence,required_evidence,member_or_customer_profile trigger_signal consent disclosure advisor_assignment outcome,EVID.MEMBER_OR_CUSTOMER_PROFILE_TRIGGER_SIGNAL_CONSENT_DISCLOSURE_ADVISOR_ASSIGNMENT_OUTCOME,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,approval,approval_gates,licensed_advisor,APP.LICENSED_ADVISOR,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,approval,approval_gates,licensed_advisor supervisory_principal_or_compliance_if_required,APP.LICENSED_ADVISOR_SUPERVISORY_PRINCIPAL_OR_COMPLIANCE_IF_REQUIRED,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,approval,approval_gates,licensed_advisor_or_trading_authority operations_owner,APP.LICENSED_ADVISOR_OR_TRADING_AUTHORITY_OPERATIONS_OWNER,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,approval,approval_gates,licensed_advisor_or_investment_authority compliance_or_supervisory_owner,APP.LICENSED_ADVISOR_OR_INVESTMENT_AUTHORITY_COMPLIANCE_OR_SUPERVISORY_OWNER,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,approval,approval_gates,billing_operations_owner,APP.BILLING_OPERATIONS_OWNER,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,approval,approval_gates,licensed_advisor legal_or_tax_professional_for_professional_opinion,APP.LICENSED_ADVISOR_LEGAL_OR_TAX_PROFESSIONAL_FOR_PROFESSIONAL_OPINION,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,approval,approval_gates,referral_compliance_owner licensed_advisor,APP.REFERRAL_COMPLIANCE_OWNER_LICENSED_ADVISOR,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,approval,approval_gates,licensed_advisor,APP.LICENSED_ADVISOR,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,kpi,kpis,AUM,KPI.AUM,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,kpi,kpis,AUA,KPI.AUA,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,kpi,kpis,net_new_assets,KPI.NET_NEW_ASSETS,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,kpi,kpis,gross_inflows,KPI.GROSS_INFLOWS,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,kpi,kpis,outflows,KPI.OUTFLOWS,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,kpi,kpis,new_households,KPI.NEW_HOUSEHOLDS,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,kpi,kpis,revenue,KPI.REVENUE,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,kpi,kpis,fee_rate,KPI.FEE_RATE,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,kpi,kpis,advisor_AUM,KPI.ADVISOR_AUM,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,kpi,kpis,pipeline,KPI.PIPELINE,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,kpi,kpis,client_retention,KPI.CLIENT_RETENTION,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,kpi,kpis,review_completion,KPI.REVIEW_COMPLETION,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,kpi,kpis,plans_completed,KPI.PLANS_COMPLETED,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,kpi,kpis,wallet_share,KPI.WALLET_SHARE,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,kpi,kpis,referrals,KPI.REFERRALS,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,kpi,kpis,next_generation_relationships,KPI.NEXT_GENERATION_RELATIONSHIPS,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,kpi,kpis,performance,KPI.PERFORMANCE,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,kpi,kpis,benchmark_variance,KPI.BENCHMARK_VARIANCE,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,kpi,kpis,allocation_drift,KPI.ALLOCATION_DRIFT,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,kpi,kpis,volatility,KPI.VOLATILITY,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,kpi,kpis,cash_drag,KPI.CASH_DRAG,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,kpi,kpis,tax_loss_harvesting,KPI.TAX_LOSS_HARVESTING,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,kpi,kpis,goals_on_track,KPI.GOALS_ON_TRACK,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,kpi,kpis,implementation_tasks_open,KPI.IMPLEMENTATION_TASKS_OPEN,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,kpi,kpis,IPS_current,KPI.IPS_CURRENT,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,kpi,kpis,billable_assets,KPI.BILLABLE_ASSETS,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,kpi,kpis,fee_revenue,KPI.FEE_REVENUE,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,kpi,kpis,billing_exceptions,KPI.BILLING_EXCEPTIONS,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,kpi,kpis,estate_reviews_due,KPI.ESTATE_REVIEWS_DUE,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,kpi,kpis,beneficiary_gaps,KPI.BENEFICIARY_GAPS,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,kpi,kpis,titling_issues,KPI.TITLING_ISSUES,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,kpi,kpis,trust_assets,KPI.TRUST_ASSETS,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,kpi,kpis,alternative_allocation,KPI.ALTERNATIVE_ALLOCATION,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,kpi,kpis,commitments,KPI.COMMITMENTS,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,kpi,kpis,unfunded_commitments,KPI.UNFUNDED_COMMITMENTS,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,kpi,kpis,NAV,KPI.NAV,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,kpi,kpis,capital_calls_due,KPI.CAPITAL_CALLS_DUE,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,kpi,kpis,suitability_exceptions,KPI.SUITABILITY_EXCEPTIONS,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,kpi,kpis,trade_review_exceptions,KPI.TRADE_REVIEW_EXCEPTIONS,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,kpi,kpis,disclosure_delivery,KPI.DISCLOSURE_DELIVERY,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,kpi,kpis,complaints,KPI.COMPLAINTS,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,kpi,kpis,wealth_referrals,KPI.WEALTH_REFERRALS,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,kpi,kpis,referral_conversion,KPI.REFERRAL_CONVERSION,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,kpi,kpis,AUM_from_referrals,KPI.AUM_FROM_REFERRALS,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,dashboard,dashboards,Wealth Executive Dashboard,DASH.WEALTH_EXECUTIVE_DASHBOARD,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,dashboard,dashboards,Advisor Dashboard,DASH.ADVISOR_DASHBOARD,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,dashboard,dashboards,Household Dashboard,DASH.HOUSEHOLD_DASHBOARD,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,dashboard,dashboards,Financial Planning Dashboard,DASH.FINANCIAL_PLANNING_DASHBOARD,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,dashboard,dashboards,Portfolio Dashboard,DASH.PORTFOLIO_DASHBOARD,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,dashboard,dashboards,IPS Dashboard,DASH.IPS_DASHBOARD,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,dashboard,dashboards,Billing Dashboard,DASH.BILLING_DASHBOARD,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,dashboard,dashboards,Estate / Trust Dashboard,DASH.ESTATE_TRUST_DASHBOARD,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,dashboard,dashboards,Alternatives Dashboard,DASH.ALTERNATIVES_DASHBOARD,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,dashboard,dashboards,Wealth Compliance Dashboard,DASH.WEALTH_COMPLIANCE_DASHBOARD,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,dashboard,dashboards,Credit Union / Bank Wealth Dashboard,DASH.CREDIT_UNION_BANK_WEALTH_DASHBOARD,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,connector,integration_dependencies,objects.registry.json,CONN.OBJECTS_REGISTRY_JSON,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,connector,integration_dependencies,workflows.registry.json,CONN.WORKFLOWS_REGISTRY_JSON,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,connector,integration_dependencies,agents.registry.json,CONN.AGENTS_REGISTRY_JSON,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,connector,integration_dependencies,kpis.registry.json,CONN.KPIS_REGISTRY_JSON,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,connector,integration_dependencies,dashboards.registry.json,CONN.DASHBOARDS_REGISTRY_JSON,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,connector,integration_dependencies,relationships.registry.json,CONN.RELATIONSHIPS_REGISTRY_JSON,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,connector,integration_dependencies,evidence.registry.json,CONN.EVIDENCE_REGISTRY_JSON,resolved
FS-4009,FS-4009_WEALTH_MANAGEMENT.cartridge.json,connector,integration_dependencies,approvals.registry.json,CONN.APPROVALS_REGISTRY_JSON,resolved
FS-4010,FS-4010_INSURANCE.cartridge.json,object,primary_objects,Carrier,OBJ.CARRIER,resolved
FS-4010,FS-4010_INSURANCE.cartridge.json,object,primary_objects,Agency,OBJ.AGENCY,resolved
FS-4010,FS-4010_INSURANCE.cartridge.json,object,primary_objects,Producer,OBJ.PRODUCER,resolved
FS-4010,FS-4010_INSURANCE.cartridge.json,object,primary_objects,Policyholder,OBJ.POLICYHOLDER,resolved
FS-4010,FS-4010_INSURANCE.cartridge.json,object,primary_objects,Policy,OBJ.POLICY,resolved
FS-4010,FS-4010_INSURANCE.cartridge.json,object,primary_objects,Coverage,OBJ.COVERAGE,resolved
FS-4010,FS-4010_INSURANCE.cartridge.json,object,primary_objects,Premium,OBJ.PREMIUM,resolved
FS-4010,FS-4010_INSURANCE.cartridge.json,object,primary_objects,Commission,OBJ.COMMISSION,resolved
FS-4010,FS-4010_INSURANCE.cartridge.json,object,primary_objects,Claim,OBJ.CLAIM,resolved
FS-4010,FS-4010_INSURANCE.cartridge.json,object,primary_objects,Referral,OBJ.REFERRAL,resolved
FS-4010,FS-4010_INSURANCE.cartridge.json,object,primary_objects,License,OBJ.LICENSE,resolved
FS-4010,FS-4010_INSURANCE.cartridge.json,object,primary_objects,Appointment,OBJ.APPOINTMENT,resolved
FS-4010,FS-4010_INSURANCE.cartridge.json,relationship,relationships,ISSUES,REL.ISSUES,resolved
FS-4010,FS-4010_INSURANCE.cartridge.json,relationship,relationships,SELLS,REL.SELLS,resolved
FS-4010,FS-4010_INSURANCE.cartridge.json,relationship,relationships,CONTRACTS_WITH,REL.CONTRACTS_WITH,resolved
FS-4010,FS-4010_INSURANCE.cartridge.json,relationship,relationships,OWNS,REL.OWNS,resolved
FS-4010,FS-4010_INSURANCE.cartridge.json,relationship,relationships,COVERED_BY,REL.COVERED_BY,resolved
FS-4010,FS-4010_INSURANCE.cartridge.json,relationship,relationships,FILED_UNDER,REL.FILED_UNDER,resolved
FS-4010,FS-4010_INSURANCE.cartridge.json,relationship,relationships,PAID_FOR,REL.PAID_FOR,resolved
FS-4010,FS-4010_INSURANCE.cartridge.json,relationship,relationships,GENERATED_BY,REL.GENERATED_BY,resolved
FS-4010,FS-4010_INSURANCE.cartridge.json,relationship,relationships,SOURCED_BY,REL.SOURCED_BY,resolved
FS-4010,FS-4010_INSURANCE.cartridge.json,relationship,relationships,AUTHORIZES,REL.AUTHORIZES,resolved
FS-4010,FS-4010_INSURANCE.cartridge.json,workflow,supported_workflows,Risk Discovery,WF.RISK_DISCOVERY,resolved
FS-4010,FS-4010_INSURANCE.cartridge.json,workflow,supported_workflows,Quote-to-Bind,WF.QUOTE_TO_BIND,resolved
FS-4010,FS-4010_INSURANCE.cartridge.json,workflow,supported_workflows,Policy Issuance,WF.POLICY_ISSUANCE,resolved
